communityname,State,countyCode,communityCode,fold,pop,perHoush,pctBlack,pctWhite,pctAsian,pctHisp,pct12-21,pct12-29,pct16-24,pct65up,persUrban,pctUrban,medIncome,pctWwage,pctWfarm,pctWdiv,pctWsocsec,pctPubAsst,pctRetire,medFamIncome,perCapInc,whitePerCap,blackPerCap,NAperCap,asianPerCap,otherPerCap,hispPerCap,persPoverty,pctPoverty,pctLowEdu,pctNotHSgrad,pctCollGrad,pctUnemploy,pctEmploy,pctEmployMfg,pctEmployProfServ,pctOccupManu,pctOccupMgmt,pctMaleDivorc,pctMaleNevMar,pctFemDivorc,pctAllDivorc,persPerFam,pct2Par,pctKids2Par,pctKids-4w2Par,pct12-17w2Par,pctWorkMom-6,pctWorkMom-18,kidsBornNevrMarr,pctKidsBornNevrMarr,numForeignBorn,pctFgnImmig-3,pctFgnImmig-5,pctFgnImmig-8,pctFgnImmig-10,pctImmig-3,pctImmig-5,pctImmig-8,pctImmig-10,pctSpeakOnlyEng,pctNotSpeakEng,pctLargHousFam,pctLargHous,persPerOccupHous,persPerOwnOccup,persPerRenterOccup,pctPersOwnOccup,pctPopDenseHous,pctSmallHousUnits,medNumBedrm,houseVacant,pctHousOccup,pctHousOwnerOccup,pctVacantBoarded,pctVacant6up,medYrHousBuilt,pctHousWOphone,pctHousWOplumb,ownHousLowQ,ownHousMed,ownHousUperQ,ownHousQrange,rentLowQ,rentMed,rentUpperQ,rentQrange,medGrossRent,medRentpctHousInc,medOwnCostpct,medOwnCostPctWO,persEmergShelt,persHomeless,pctForeignBorn,pctBornStateResid,pctSameHouse-5,pctSameCounty-5,pctSameState-5,numPolice,policePerPop,policeField,policeFieldPerPop,policeCalls,policCallPerPop,policCallPerOffic,policePerPop2,racialMatch,pctPolicWhite,pctPolicBlack,pctPolicHisp,pctPolicAsian,pctPolicMinority,officDrugUnits,numDiffDrugsSeiz,policAveOT,landArea,popDensity,pctUsePubTrans,policCarsAvail,policOperBudget,pctPolicPatrol,gangUnit,pctOfficDrugUnit,policBudgetPerPop,murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,nonViolPerPop,violentPerPop
LaPuentecity,CA,,,2,36955,4.1,3.54,63.92,7.84,74.86,18.71,35.04,17.86,5.66,36955,100.0,33273,84.76,0.37,17.39,20.83,14.06,11.83,33997,9060,9243,11647,8241,9633,8032.0,7920,5143,14.02,23.05,49.37,7.46,9.23,59.94,28.4,15.98,26.84,13.06,8.21,39.35,12.56,10.37,4.27,72.33,60.5,82.44,76.36,48.48,57.14,1620,5.27,13735,18.95,28.02,36.24,46.57,7.04,10.41,13.47,17.31,33.11,17.59,26.78,23.07,4.06,4.23,3.8,63.4,32.6,47.08,3,266,97.14,60.93,1.88,22.18,1959,3.8,1.02,130200,155400,173900,43700,396,547,683,287,606,31.0,24.2,11.7,0,1,37.17,47.92,53.77,87.77,89.79,,,,,,,,,,,,,,,,,,3.6,10219.9,5.22,,,,,0.0,,8,20.4,18.0,45.89,171.0,435.97,456.0,1162.58,287.0,731.71,507.0,1292.61,396.0,1009.61,6.0,15.3,3049.23,1664.84
Pepperelltown,MA,17.0,52805.0,3,10098,2.98,0.79,98.28,0.68,0.98,14.43,25.95,11.43,6.43,0,0.0,44492,88.78,0.75,42.75,15.65,4.0,8.49,49259,17374,17407,16163,0,18983,13000.0,9671,399,3.98,3.87,12.3,30.6,5.47,71.49,31.79,19.71,13.0,36.56,6.48,27.19,9.64,8.09,3.36,85.76,84.25,93.53,83.3,61.44,69.56,69,0.97,478,9.0,18.2,22.59,24.69,0.43,0.86,1.07,1.17,94.15,0.45,5.3,4.19,2.96,3.16,2.37,79.72,0.95,31.5,3,120,96.58,74.68,0.0,25.83,1973,1.15,0.17,138600,166700,208700,70100,394,551,695,301,664,25.4,23.4,12.4,0,0,4.73,66.48,55.6,84.31,89.81,,,,,,,,,,,,,,,,,,23.4,432.1,0.59,,,,,0.0,,1,9.55,0.0,0.0,0.0,0.0,21.0,200.63,55.0,525.46,119.0,1136.91,6.0,57.32,0.0,0.0,1719.69,210.18
Holmdeltownship,NJ,25.0,32640.0,3,11532,3.42,0.49,88.19,11.17,2.01,16.48,23.75,12.43,7.35,7882,68.35,83975,90.83,0.56,69.62,17.26,2.75,13.57,87843,32427,32767,30445,0,29951,0.0,32229,198,1.77,5.78,12.06,46.78,2.67,62.91,10.96,27.69,4.05,49.48,2.78,27.33,4.95,3.92,3.46,92.7,91.23,99.22,94.02,45.59,53.72,35,0.41,1415,4.38,4.81,9.4,14.28,0.54,0.59,1.15,1.75,81.15,1.86,5.76,5.27,3.3,3.33,2.84,95.35,0.21,7.88,4,102,97.07,94.58,6.86,56.86,1974,0.41,0.0,269300,374300,500001,230701,559,1001,1001,442,821,24.5,24.7,13.1,0,0,12.27,48.18,63.83,78.72,88.75,,,,,,,,,,,,,,,,,,18.6,621.3,10.6,,,,,0.0,,0,0.0,2.0,16.58,2.0,16.58,8.0,66.31,43.0,356.43,207.0,1715.85,6.0,49.73,2.0,16.58,2138.59,99.47
GardenGrovecity,CA,,,9,143050,3.21,1.5,67.32,20.51,23.47,14.27,30.28,14.73,7.99,143050,100.0,39882,84.78,0.61,35.25,19.72,9.42,14.63,41930,13976,16069,16515,12939,9827,8071.0,8412,14652,10.42,11.29,25.6,16.14,6.21,65.8,25.3,15.87,16.03,23.14,9.45,35.41,13.81,11.61,3.51,75.52,68.8,86.85,76.93,60.23,66.04,2606,2.55,43608,22.85,35.18,50.05,65.42,6.97,10.72,15.26,19.94,60.56,13.28,13.64,10.69,3.17,3.02,3.38,56.84,18.4,46.76,3,1446,96.86,59.6,1.31,12.93,1963,2.19,0.49,169900,199700,236600,66700,582,694,852,270,745,32.2,24.1,10.9,47,15,30.48,40.42,45.29,76.93,85.64,168.0,112.98,152.0,102.22,68090.0,45789.6,405.3,113.0,78.06,67.76,1.4,6.54,2.8,10.75,6.0,7.0,225.7,18.6,7697.5,2.96,67.0,16656050.0,90.48,5.0,3.57,112009.6,13,8.74,33.0,22.19,430.0,289.17,441.0,296.57,1759.0,1182.9,5075.0,3412.87,1799.0,1209.8,65.0,43.71,5849.28,616.67
Hillsborocity,OR,,,10,37520,2.92,0.49,88.58,2.2,11.2,14.67,27.32,12.4,7.64,37520,100.0,33125,82.82,0.86,42.25,21.09,5.69,13.98,36847,12712,13435,9093,12721,11832,5196.0,5225,3051,8.28,7.93,18.34,19.27,4.09,68.89,27.8,18.31,15.58,23.25,9.64,26.83,14.19,11.96,3.27,76.03,73.73,83.77,77.31,64.0,73.29,640,2.41,3469,28.48,43.61,57.68,65.23,2.63,4.03,5.33,6.03,87.19,4.19,7.25,5.64,2.87,2.88,2.87,58.68,5.57,37.66,3,498,96.27,58.6,2.01,25.1,1974,2.16,0.37,61200,71900,90500,29300,329,397,527,198,480,24.7,20.9,13.6,24,1,9.25,46.23,42.04,75.07,83.38,208.0,495.14,139.0,330.89,26727.0,63623.6,128.5,495.1,90.03,98.08,0.96,0.48,0.48,1.92,12.0,6.0,42.1,20.0,1879.8,3.65,69.0,13559091.0,66.83,5.0,5.77,322774.0,0,0.0,3.0,7.14,43.0,102.36,50.0,119.02,231.0,549.9,1138.0,2709.01,129.0,307.08,15.0,35.71,3601.69,228.53
Romecity,NY,65.0,63418.0,9,44350,2.82,7.95,89.42,1.27,3.86,13.83,31.07,15.22,12.24,43137,97.26,24234,75.09,0.32,42.52,30.0,8.39,23.54,28821,11171,11567,7940,8166,11273,4850.0,4583,4840,12.06,9.16,25.67,15.43,5.86,55.69,13.4,29.18,12.44,25.84,8.68,35.26,11.8,10.18,3.11,73.08,71.38,78.27,76.92,57.04,66.74,860,2.66,1996,8.07,13.18,18.04,27.0,0.36,0.59,0.81,1.22,90.65,1.14,4.54,3.17,2.55,2.67,2.4,56.03,2.18,44.91,3,907,94.56,53.4,0.77,29.22,1948,5.26,0.6,53300,69200,89700,36400,247,325,393,146,393,27.3,19.2,14.6,3,0,4.5,69.31,49.85,74.2,82.72,,,,,,,,,,,,,,,,,,77.6,571.3,1.5,,,,,0.0,,0,0.0,9.0,20.38,14.0,31.71,39.0,88.33,215.0,486.95,580.0,1313.64,49.0,110.98,8.0,18.12,1929.7,140.42
Bendcity,OR,,,1,20469,2.4,0.19,97.51,0.75,2.37,13.98,27.04,12.99,11.76,0,0.0,25787,77.55,0.94,41.14,24.17,5.1,14.84,30776,13110,13201,1589,10954,9620,12017.0,7723,2637,13.15,3.87,14.69,23.02,4.24,67.33,16.82,21.53,15.58,26.85,13.27,29.85,16.95,15.17,2.92,70.49,69.46,81.12,65.02,66.48,75.54,268,1.86,545,6.97,10.83,12.29,14.68,0.19,0.29,0.33,0.39,96.14,0.36,3.1,1.98,2.34,2.47,2.18,57.18,2.96,52.32,2,478,94.69,54.12,1.46,17.99,1969,5.47,0.5,53100,68800,92000,38900,286,369,440,154,442,26.7,20.8,15.5,100,6,2.66,41.64,34.94,66.11,81.15,,,,,,,,,,,,,,,,,,13.9,1470.9,0.4,,,,,0.0,,0,0.0,10.0,41.02,26.0,106.66,86.0,352.79,353.0,1448.09,1865.0,7650.65,81.0,332.28,8.0,32.82,9463.84,500.47
NorthLauderdalecity,FL,,,4,26506,2.92,14.54,80.05,2.88,12.14,14.05,30.97,13.46,6.13,26506,100.0,36297,89.97,0.48,32.88,14.41,3.04,7.25,37049,13440,14386,9759,7754,9799,8178.0,9960,1759,6.68,5.18,17.28,14.88,5.04,74.42,11.91,16.25,9.35,20.1,10.57,30.97,14.39,12.51,3.28,75.66,72.49,84.42,74.82,66.25,73.96,604,3.79,4919,17.87,28.71,38.73,54.65,3.32,5.33,7.19,10.14,79.61,3.95,6.88,5.25,2.92,2.96,2.85,67.1,7.52,47.71,3,729,92.56,66.22,1.92,22.77,1979,1.73,0.16,66800,78500,90800,24000,500,551,653,153,658,27.2,23.3,13.8,0,0,18.56,23.5,36.97,69.85,74.96,,,,,,,,,,,,,,,,,,4.0,6633.1,1.35,,,,,0.0,,1,3.59,3.0,10.78,38.0,136.54,81.0,291.04,310.0,1113.87,887.0,3187.09,163.0,585.68,8.0,28.74,4915.38,441.95
Monroviacity,CA,,,7,35761,2.7,10.14,69.66,4.53,28.46,12.7,28.61,13.22,9.73,35758,100.0,35684,78.51,0.87,37.31,23.06,8.38,11.53,40803,15495,17770,11696,17835,14352,7731.0,8575,4384,12.37,9.43,22.7,19.72,6.2,65.73,17.95,22.88,12.8,27.64,11.82,34.57,17.34,14.69,3.23,67.59,63.13,75.88,68.21,55.76,63.9,1611,6.86,7066,24.12,35.71,44.64,53.96,4.76,7.06,8.82,10.66,71.75,8.48,9.51,6.41,2.68,2.65,2.72,46.36,11.95,67.05,2,702,94.97,46.99,2.28,18.95,1957,2.82,0.7,175500,234900,316600,141100,472,590,700,228,654,28.6,24.7,11.2,0,0,19.76,49.88,44.42,83.84,88.35,,,,,,,,,,,,,,,,,,13.8,2582.4,3.44,,,,,0.0,,1,2.57,17.0,43.64,102.0,261.82,246.0,631.45,430.0,1103.75,1105.0,2836.39,346.0,888.14,2.0,5.13,4833.41,939.47
DanaPointcity,CA,,,4,31896,2.51,0.6,89.6,2.25,13.87,11.79,26.16,12.63,9.11,31896,100.0,54516,82.64,1.27,47.06,16.56,3.19,12.79,61645,27986,29682,11130,21229,23219,8934.0,10666,2264,7.17,3.37,9.73,35.78,3.82,70.04,13.17,21.15,6.23,36.56,11.35,33.22,15.92,13.6,2.92,76.51,74.32,93.12,75.78,50.88,60.21,234,1.22,4279,29.35,42.84,49.38,57.05,3.94,5.75,6.62,7.65,84.69,4.94,5.13,3.44,2.48,2.5,2.46,59.22,4.57,49.37,3,1965,86.6,58.88,0.05,17.3,1977,1.2,0.12,262700,336600,437900,175200,731,872,1001,270,898,27.3,26.9,11.6,0,47,13.42,45.06,38.16,70.99,83.85,,,,,,,,,,,,,,,,,,6.9,4630.7,2.7,,,,,0.0,,2,5.95,13.0,38.66,35.0,104.1,123.0,365.82,372.0,1106.39,826.0,2456.65,129.0,383.67,7.0,20.82,3967.52,514.53
Rexburgcity,ID,,,4,14302,4.18,0.29,96.0,1.53,3.08,47.87,63.14,53.34,4.21,0,0.0,19183,87.83,4.73,42.09,14.65,3.97,6.77,23542,6599,6688,2025,3736,2376,8241.0,6203,5397,41.77,4.7,11.88,19.93,8.7,43.97,10.01,40.07,14.45,23.9,2.13,58.39,3.35,2.83,3.72,86.22,85.57,92.19,89.42,52.1,60.28,18,0.25,720,63.06,71.53,78.61,82.36,3.17,3.6,3.96,4.15,93.45,1.06,20.52,25.69,3.78,3.77,3.78,40.41,21.71,40.15,3,136,96.17,40.43,1.47,36.76,1973,4.56,0.08,54300,69400,92000,37700,150,240,496,346,297,26.2,20.4,11.7,0,0,5.03,43.96,27.5,39.16,56.97,,,,,,,,,,,,,,,,,,4.4,3247.5,0.5,,,,,0.0,,0,0.0,1.0,6.72,0.0,0.0,7.0,47.01,45.0,302.22,555.0,3727.33,10.0,67.16,1.0,6.72,4103.43,53.73
VestaviaHillscity,AL,,,4,19749,2.56,1.13,97.1,1.49,0.75,12.75,21.28,10.31,14.36,19749,100.0,49858,79.1,0.71,65.71,27.82,1.95,16.86,61182,25940,26036,25090,17500,21115,9000.0,13876,505,2.59,1.47,5.07,53.18,2.54,61.21,7.84,34.63,2.55,51.5,4.85,21.69,10.2,7.8,3.0,85.56,85.96,93.53,83.02,57.72,63.97,83,0.6,581,19.79,19.79,31.84,37.01,0.58,0.58,0.94,1.09,95.37,0.56,2.45,1.82,2.53,2.67,2.1,79.78,0.48,25.82,3,324,95.97,75.69,0.62,31.48,1969,0.23,0.29,102600,134500,177900,75300,347,398,497,150,500,23.9,17.3,10.8,0,0,2.94,59.62,51.65,77.7,86.18,,,,,,,,,,,,,,,,,,9.1,2158.8,0.0,,,,,0.0,,0,0.0,0.0,0.0,7.0,34.98,0.0,0.0,40.0,199.86,159.0,794.44,26.0,129.91,,,,34.98
FortWaynecity,IN,,,7,173072,2.49,16.75,80.45,1.01,2.7,14.06,28.56,13.77,11.72,173072,100.0,26344,78.89,0.59,40.82,27.69,5.8,15.56,31981,12726,13792,8268,11238,10229,7671.0,8758,19531,11.53,7.5,22.88,15.74,6.15,64.55,21.42,20.88,18.22,23.1,11.88,32.26,15.27,13.69,3.08,65.08,62.45,73.72,66.81,69.05,76.39,6744,5.04,3829,14.91,20.95,27.37,36.69,0.33,0.46,0.61,0.81,95.04,0.6,5.26,3.35,2.43,2.63,2.13,64.68,2.16,48.96,3,7539,90.23,59.63,5.49,31.0,1957,7.7,0.22,32600,47800,65400,32800,241,312,389,148,382,24.4,16.2,12.0,106,14,2.21,67.82,50.81,83.37,89.3,307.0,165.96,299.0,161.63,72000.0,38922.1,234.5,166.0,98.28,78.83,17.59,3.26,0.0,20.85,17.0,11.0,191.5,64.9,2666.3,2.15,124.0,10512234.0,97.39,5.0,5.54,56827.5,28,15.14,130.0,70.28,552.0,298.4,317.0,171.37,2028.0,1096.31,10016.0,5414.49,1786.0,965.48,143.0,77.3,7553.59,555.18
Edgewatercity,FL,,,9,15337,2.54,0.73,98.37,0.4,1.06,11.81,22.01,10.02,19.12,15337,100.0,25053,63.6,0.23,41.62,42.09,5.3,25.9,26652,11025,11034,12254,8967,11586,0.0,9299,1556,10.17,8.08,28.14,8.06,4.13,53.15,14.04,17.53,14.93,18.89,10.67,19.26,12.82,11.79,2.89,75.23,71.14,79.6,72.91,60.46,68.99,54,0.43,484,5.37,5.37,5.37,10.54,0.17,0.17,0.17,0.33,94.61,0.48,3.27,2.47,2.54,2.47,2.8,76.28,2.0,46.75,3,845,87.73,78.47,1.18,36.33,1981,4.17,0.26,52000,62700,74700,22700,338,389,454,116,496,26.4,23.6,12.1,0,0,3.16,23.54,39.41,68.07,74.72,,,,,,,,,,,,,,,,,,7.5,2031.9,0.15,,,,,0.0,,0,0.0,12.0,65.41,4.0,21.8,164.0,893.98,103.0,561.46,637.0,3472.34,24.0,130.83,2.0,10.9,4175.52,981.19
Greenvillecity,SC,,,2,58282,2.42,35.16,63.62,0.85,1.04,15.36,30.22,16.48,14.26,58282,100.0,23963,75.37,0.51,36.16,30.91,8.39,11.97,30997,14708,19067,6959,5699,8344,10162.0,9671,9605,17.72,11.24,27.54,29.3,5.67,61.42,17.85,29.27,15.33,30.15,12.41,37.72,15.0,13.85,2.99,55.39,49.96,61.42,55.6,63.9,72.06,3926,9.15,1170,23.85,30.6,40.0,47.18,0.48,0.61,0.8,0.95,96.24,0.48,4.7,2.79,2.25,2.35,2.16,48.94,2.92,58.59,2,2352,91.11,46.79,7.23,30.23,1958,9.05,0.73,46600,68700,108400,61800,153,274,389,236,367,23.7,19.7,12.6,119,1,2.01,63.87,46.79,76.67,82.52,256.0,426.99,248.0,413.64,134852.0,224922.0,526.8,427.0,76.76,80.29,13.14,0.0,0.0,13.14,124.0,8.0,2.1,26.0,2241.3,2.36,221.0,8043305.0,96.88,0.0,48.44,134155.7,9,15.01,38.0,63.38,254.0,423.65,752.0,1254.27,842.0,1404.39,4126.0,6881.83,360.0,600.45,26.0,43.37,8930.03,1756.32
Marinacity,CA,,,1,26436,3.34,18.97,53.6,20.84,10.73,16.16,37.22,19.09,4.13,26436,100.0,29043,90.39,0.53,28.69,10.74,6.9,15.99,28870,11338,12871,10242,6333,9734,7196.0,8444,2328,9.67,5.8,15.83,17.01,3.5,75.2,6.69,20.66,9.67,20.38,7.15,24.55,11.83,9.33,3.32,80.12,77.88,90.58,78.19,51.64,64.58,258,1.69,4849,12.27,18.31,29.88,43.12,2.25,3.36,5.48,7.91,71.79,4.31,7.26,6.07,3.05,2.8,3.18,31.74,11.94,55.65,2,353,95.73,34.5,0.57,3.12,1976,1.62,0.24,150800,172500,196500,45700,512,607,689,177,666,31.6,23.3,12.3,0,0,18.34,24.24,26.33,46.38,54.52,,,,,,,,,,,,,,,,,,9.1,2917.9,1.93,,,,,0.0,,2,12.89,9.0,58.03,42.0,270.79,47.0,303.03,226.0,1457.12,547.0,3526.76,50.0,322.37,5.0,32.24,5338.49,644.75
Daytoncity,OH,113.0,21000.0,4,182044,2.51,40.43,58.37,0.64,0.74,15.22,29.63,15.68,12.01,182044,100.0,19779,69.08,0.34,27.28,28.83,15.5,19.55,24819,9946,11312,8015,10592,9861,5529.0,9876,46480,26.53,10.74,31.66,12.29,10.39,51.62,18.62,25.98,17.69,21.74,15.52,38.43,19.24,17.53,3.1,49.22,43.22,51.14,48.38,49.49,58.68,15663,10.87,2606,12.24,18.0,29.36,35.99,0.18,0.26,0.42,0.52,96.11,0.37,6.17,3.98,2.41,2.47,2.35,52.22,2.96,54.84,2,7700,90.42,50.98,14.44,48.9,1946,8.83,0.55,31800,43200,56200,24400,172,253,321,149,329,29.3,17.8,13.7,406,5,1.43,67.44,51.74,85.18,91.36,506.0,282.17,396.0,220.83,213229.0,118905.1,421.4,282.2,75.77,82.61,16.8,0.4,0.2,17.19,12.0,12.0,256.0,57.0,3194.8,7.48,270.0,31776600.0,78.26,0.0,2.37,177199.2,49,27.32,269.0,150.01,1475.0,822.52,1129.0,629.58,4303.0,2399.53,9473.0,5282.53,2939.0,1638.91,260.0,144.99,9465.95,1629.43
Salemcity,MA,9.0,59105.0,9,38091,2.41,2.67,92.96,1.37,6.69,12.45,29.41,14.63,13.69,38091,100.0,32645,74.42,0.55,39.87,28.27,8.73,15.92,40777,16155,16748,9730,5873,13270,4888.0,6814,4324,11.7,8.17,21.8,24.52,7.28,63.19,17.64,27.33,10.8,29.86,8.98,38.55,12.13,10.7,2.97,67.52,65.16,71.94,68.23,54.03,65.37,737,2.9,3390,16.28,26.31,34.34,45.31,1.45,2.34,3.06,4.03,82.56,3.45,3.89,2.37,2.34,2.59,2.13,50.91,2.2,61.48,2,1355,92.1,46.03,0.89,41.99,1939,2.7,0.65,137900,163600,192900,55000,373,539,667,294,608,27.2,24.2,14.2,77,3,8.9,75.34,52.77,82.74,90.75,,,,,,,,,,,,,,,,,,8.4,4539.0,7.36,,,,,0.0,,1,2.65,14.0,37.13,31.0,82.23,41.0,108.75,489.0,1297.05,1268.0,3363.31,374.0,992.02,3.0,7.96,5660.33,230.76
UpperDarbytownship,PA,45.0,79000.0,2,81177,2.48,3.04,92.46,4.19,1.01,11.05,26.27,11.64,15.14,81177,100.0,32356,76.74,1.13,50.44,32.28,5.62,19.91,40027,15497,15771,16630,13313,8922,17210.0,14322,5653,6.99,6.28,19.96,21.68,4.78,62.82,12.03,27.06,9.63,29.61,7.36,33.0,9.53,8.53,3.17,79.79,79.74,91.29,80.91,55.65,66.4,1064,1.83,7470,15.78,25.46,33.44,45.41,1.45,2.34,3.08,4.18,88.18,2.47,5.91,3.82,2.48,2.78,1.88,74.08,1.96,38.24,3,1369,95.99,65.9,1.39,26.0,1944,0.7,0.13,72700,92600,122300,49600,388,449,539,151,515,26.2,21.7,14.6,0,18,9.2,80.2,63.44,84.42,93.37,,,,,,,,,,,,,,,,,,8.1,9963.3,15.22,,,,,0.0,,2,2.42,12.0,14.53,93.0,112.63,127.0,153.81,298.0,360.9,1907.0,2309.53,358.0,433.57,1.0,1.21,3105.21,283.39
SouthJordancity,UT,,,1,12220,4.32,0.06,98.01,0.86,2.06,21.23,28.04,12.06,3.71,12220,100.0,43804,90.99,2.87,42.37,13.46,3.16,11.56,45205,10626,10712,0,13712,10702,2725.0,6068,392,3.21,1.7,9.1,22.85,3.21,70.81,14.63,22.76,11.33,29.15,3.1,26.33,5.09,4.1,4.5,93.07,91.5,97.66,94.24,49.8,62.54,45,0.44,146,0.0,0.0,0.0,4.79,0.0,0.0,0.0,0.06,96.76,0.84,31.58,29.55,4.32,4.38,3.72,92.3,4.84,12.48,4,56,98.06,91.06,7.14,60.71,1979,0.6,0.42,78000,93900,118500,40500,257,367,544,287,512,21.7,23.3,12.8,0,0,1.19,75.24,51.42,88.33,92.45,,,,,,,,,,,,,,,,,,20.9,585.8,1.27,,,,,0.0,,0,0.0,2.0,11.57,3.0,17.35,28.0,161.92,126.0,728.66,399.0,2307.43,46.0,266.02,0.0,0.0,3302.11,190.84
Gardenacity,CA,,,7,49847,2.75,23.5,32.16,33.23,23.08,12.44,27.8,13.22,9.81,49847,100.0,33063,83.08,0.48,33.5,21.51,7.97,12.46,37096,14601,14848,14587,9638,16252,8897.0,9166,4792,9.78,10.13,26.64,16.47,5.88,65.08,26.66,17.03,14.75,22.23,10.53,37.21,15.35,12.99,3.26,66.85,62.14,78.97,69.06,63.01,67.59,2100,6.01,14567,16.46,26.82,41.39,53.7,4.81,7.84,12.1,15.69,57.92,10.36,8.45,5.85,2.7,2.71,2.69,46.79,17.7,69.6,2,911,95.21,46.62,0.99,11.96,1959,2.46,0.59,165700,200200,244500,78800,497,592,699,202,646,28.5,21.7,10.9,0,0,29.22,41.82,53.58,87.43,90.1,,,,,,,,,,,,,,,,,,5.5,9109.5,3.69,,,,,0.0,,7,13.02,12.0,22.33,639.0,1188.9,437.0,813.07,787.0,1464.27,1201.0,2234.54,957.0,1780.56,17.0,31.63,5511.01,2037.32
Hawthorneborough,NJ,31.0,30570.0,2,17084,2.5,0.42,97.93,1.0,3.1,10.14,24.39,11.06,15.73,17084,100.0,43109,77.8,0.71,58.57,34.1,1.6,17.26,49551,19342,19284,109500,40500,13815,21236.0,24850,583,3.42,10.55,22.97,22.52,3.95,64.06,18.96,21.16,11.75,32.61,6.24,28.51,8.59,7.51,3.03,83.95,82.79,95.26,78.43,53.38,60.0,49,0.41,1837,7.46,16.22,19.38,22.54,0.8,1.74,2.08,2.42,83.48,2.28,3.51,2.47,2.5,2.71,2.11,71.08,1.33,46.79,3,224,96.82,65.67,1.34,42.41,1947,0.42,0.3,165200,191000,236700,71500,546,667,778,232,737,26.6,25.2,15.7,0,0,10.75,71.59,67.82,82.28,93.45,,,,,,,,,,,,,,,,,,3.5,4854.5,3.69,,,,,0.0,,0,0.0,5.0,27.52,5.0,27.52,4.0,22.01,84.0,462.3,282.0,1552.01,23.0,126.58,0.0,0.0,2140.89,77.05
Tacomacity,WA,,,7,176664,2.53,11.38,78.14,6.91,3.78,13.46,27.65,13.44,11.9,176664,100.0,25333,72.94,0.45,37.35,26.76,11.39,19.41,31203,12272,13470,8864,6913,6757,7577.0,7887,28632,16.79,6.74,20.74,15.78,7.19,57.25,15.96,24.71,15.58,23.03,13.81,32.4,17.73,15.86,3.08,64.05,60.73,72.93,66.92,54.7,64.39,5085,3.78,13621,11.62,19.54,33.53,42.42,0.9,1.51,2.59,3.27,89.35,2.3,6.22,3.92,2.44,2.58,2.29,55.67,4.94,53.5,2,5208,93.07,52.71,8.06,30.15,1955,4.53,0.48,51500,66200,87800,36300,264,350,432,168,413,28.1,21.1,13.2,391,17,7.71,48.55,46.27,77.36,85.37,231.0,124.14,215.0,115.55,183064.0,98382.4,792.5,124.1,84.2,91.77,1.73,0.0,4.33,6.06,10.0,14.0,122.4,49.8,3549.2,3.88,243.0,27808960.0,93.07,10.0,4.33,149451.09,31,16.66,191.0,102.65,1015.0,545.48,2204.0,1184.47,3915.0,2104.0,11355.0,6102.41,2335.0,1254.88,160.0,85.99,9547.28,1849.26
Brawleycity,CA,,,4,18923,3.27,2.48,72.5,1.15,69.1,17.07,29.52,14.1,8.05,0,0.0,22365,77.7,2.03,19.91,23.34,19.49,12.54,23896,9408,10105,8318,5295,13179,7222.0,6396,4553,24.31,31.14,48.61,9.96,14.81,51.15,7.29,22.59,15.35,20.24,8.92,32.08,12.86,10.98,3.71,68.15,63.46,73.53,74.49,46.27,51.42,952,5.49,4515,10.68,15.57,24.56,33.09,2.55,3.72,5.86,7.9,34.87,14.8,13.95,10.98,3.23,3.27,3.2,49.89,20.79,56.56,2,333,94.56,49.35,4.5,29.43,1964,8.46,2.47,58600,73200,95300,36700,187,285,363,176,364,26.6,21.0,12.4,0,8,23.86,60.05,52.49,85.86,92.43,,,,,,,,,,,,,,,,,,5.1,3675.8,0.7,,,,,0.0,,1,4.56,4.0,18.23,38.0,173.22,174.0,793.18,437.0,1992.07,758.0,3455.35,78.0,355.56,16.0,72.94,5875.92,989.2
WestMifflinborough,PA,3.0,83512.0,8,23644,2.45,7.45,92.17,0.22,0.36,11.36,21.79,10.51,18.97,23644,100.0,26867,66.9,0.24,48.97,41.52,7.19,30.51,31891,12676,13126,7644,5218,3012,0.0,18640,2356,9.99,6.32,22.32,11.34,7.39,52.87,11.6,29.01,13.41,22.04,6.85,27.0,9.04,8.02,2.92,73.97,72.37,75.26,78.52,64.51,68.59,424,2.24,258,4.26,4.26,7.75,7.75,0.05,0.05,0.08,0.08,93.57,0.4,2.09,1.55,2.45,2.52,2.14,83.28,0.79,41.79,3,310,96.88,80.87,2.26,45.48,1954,1.07,0.27,39200,49100,61400,22200,112,198,332,220,276,25.8,19.1,13.6,0,0,1.09,92.8,78.56,96.59,97.85,,,,,,,,,,,,,,,,,,14.7,1611.7,7.98,,,,,0.0,,2,8.54,2.0,8.54,27.0,115.32,79.0,337.4,94.0,401.47,535.0,2284.96,379.0,1618.69,3.0,12.81,4317.93,469.8
